repayment_id,loan_id,due_date,payment_date,amount_paid,repayment_status
6057,13196,2026-04-22,2026-02-17,14724.19,On-Time
6058,9411,2026-03-24,2026-02-10,41335.8,Missed
6059,14874,2026-01-02,2025-10-16,35893.43,Missed
6060,557,2025-06-14,2025-09-18,16732.11,Missed
6061,3446,2026-01-17,2025-10-31,32179.98,On-Time
6062,10956,2025-08-31,2026-04-16,4877.69,On-Time
6063,9341,2025-08-14,2025-07-20,18928.88,Missed
6064,6846,2026-02-03,2026-05-03,19234.01,Late
6065,2862,2025-05-31,2026-03-09,32491.56,Missed
6066,1261,2026-02-13,2025-07-23,43105.19,Missed
6067,13797,2025-11-18,2025-06-16,5363.32,On-Time
6068,8848,2025-08-03,2025-08-04,4999.8,Missed
6069,1481,2025-12-06,2025-08-12,26143.79,Late
6070,10610,2026-02-19,2026-02-04,44674.69,On-Time
6071,11357,2025-06-25,2025-07-16,49487.47,Missed
6072,4189,2025-09-01,2025-05-28,25720.05,On-Time
6073,3713,2026-01-28,2025-12-20,16015.09,Late
6074,8376,2026-01-16,2025-12-12,21756.51,Late
6075,12867,2025-07-10,2025-11-05,6756.35,Missed
6076,13165,2026-03-10,2025-09-06,15865.13,Missed
6077,1595,2025-07-17,2025-07-11,36670.89,Missed
6078,10517,2025-06-18,2025-06-14,34532.72,On-Time
6079,3079,2025-11-09,2025-10-19,3063.79,Late
6080,4541,2025-07-13,2026-02-23,22563.78,Late
6081,3278,2025-06-16,2026-02-02,45640.07,Missed
6082,14706,2026-04-26,2025-10-21,2353.87,Late
6083,12688,2026-02-06,2025-10-15,26915.02,Missed
6084,7458,2025-09-20,2026-02-03,48190.3,Missed
6085,6165,2025-09-29,2025-10-25,42333.2,On-Time
6086,13433,2025-07-18,2026-01-19,38382.62,Late
6087,6869,2025-10-28,2025-07-09,18074.2,On-Time
6088,7133,2026-04-01,2025-07-25,24281.9,Missed
6089,12248,2025-10-17,2025-08-23,20724.4,Late
6090,13189,2025-05-19,2025-08-08,19057.11,On-Time
6091,11894,2025-11-04,2025-07-26,26136.78,Missed
6092,9253,2025-07-31,2025-12-21,32267.8,Late
6093,4622,2026-02-22,2025-06-14,47909.41,On-Time
6094,3124,2025-05-29,2025-08-22,31351.47,Late
6095,6963,2026-01-04,2025-09-13,29793.16,Missed
6096,7994,2026-02-25,2026-01-11,15628.25,Missed
6097,5627,2026-03-20,2025-08-27,15123.24,Late
6098,3550,2025-08-11,2026-03-13,21238.36,Late
6099,2443,2025-10-14,2025-09-04,49672.72,Late
6100,10286,2026-02-06,2025-05-13,17804.73,On-Time
6101,482,2025-11-15,2025-10-24,37076.35,Missed
6102,3292,2025-06-18,2025-09-18,46285.61,On-Time
6103,12360,2025-12-16,2026-02-19,23201.29,Missed
6104,1287,2026-03-04,2025-08-22,29060.77,Late
6105,4514,2025-05-30,2026-03-29,28876.49,On-Time
6106,7689,2025-06-11,2026-01-20,36746.65,Missed
6107,14493,2026-03-13,2026-01-25,30851.48,On-Time
6108,412,2025-06-10,2026-03-27,39254.32,On-Time
6109,12986,2026-04-16,2026-04-22,4486.98,Missed
6110,4637,2026-04-15,2025-11-26,16398.06,Missed
6111,10600,2026-03-30,2026-03-17,23878.48,Missed
6112,4116,2026-04-03,2025-12-16,35132.82,Missed
6113,1803,2026-01-30,2025-11-03,13493.34,Missed
6114,1048,2025-09-09,2025-11-29,43504.1,Late
6115,6379,2026-01-30,2025-05-17,6368.36,Missed
6116,9931,2025-08-16,2025-06-29,28915.0,On-Time
6117,9915,2026-04-26,2026-01-27,46837.2,Late
6118,12199,2026-03-30,2025-05-11,19449.19,Missed
6119,6602,2025-09-04,2025-07-19,34104.28,Missed
6120,7801,2026-02-08,2025-11-10,8062.05,On-Time
6121,10890,2025-08-18,2025-11-20,39629.88,Missed
6122,1325,2025-07-06,2026-01-08,3287.82,Late
6123,8309,2026-03-11,2025-07-09,36348.87,Missed
6124,8576,2025-05-17,2025-09-29,25727.82,On-Time
6125,4968,2026-01-21,2025-12-07,24900.23,Missed
6126,9550,2025-10-21,2026-04-17,31067.51,Missed
6127,11881,2025-05-22,2025-06-30,34693.17,Late
6128,14298,2026-02-26,2026-01-04,29210.86,Late
6129,5587,2025-07-18,2026-04-19,42470.9,On-Time
6130,5749,2025-05-13,2025-08-16,39951.91,Late
6131,5280,2026-02-16,2025-12-26,8604.27,On-Time
6132,13408,2025-10-25,2025-12-11,6902.42,On-Time
6133,10757,2026-03-04,2025-10-31,33981.7,Missed
6134,10025,2025-05-28,2025-10-09,40925.44,Late
6135,2265,2025-09-27,2025-08-19,9752.16,Missed
6136,5103,2025-06-25,2025-11-20,6276.31,On-Time
6137,6440,2025-10-09,2025-11-17,21092.27,Missed
6138,6228,2025-12-09,2025-09-11,21401.84,Late
6139,9310,2026-01-23,2026-01-15,46023.45,Missed
6140,6583,2025-11-11,2025-09-09,27821.97,On-Time
6141,12697,2025-07-09,2025-09-24,10672.88,On-Time
6142,721,2025-11-12,2025-07-23,44452.64,On-Time
6143,10602,2025-12-15,2025-12-23,19048.11,Late
6144,8905,2025-08-19,2025-12-13,32165.93,On-Time
6145,7962,2026-01-27,2025-08-09,44699.93,Missed
6146,10514,2026-01-09,2026-03-20,39327.03,On-Time
6147,1384,2026-02-16,2025-12-07,10234.7,On-Time
6148,1560,2026-01-05,2026-03-16,21336.22,Missed
6149,1993,2025-06-06,2025-07-04,35504.12,On-Time
6150,12196,2025-12-09,2026-02-03,13882.81,On-Time
6151,4403,2026-05-05,2025-10-19,37091.95,Missed
6152,5412,2025-11-25,2026-04-12,5908.12,Missed
6153,8606,2025-10-19,2026-01-27,38813.82,Missed
6154,8690,2026-03-03,2026-03-26,6759.32,Late
6155,810,2025-08-05,2025-09-16,25463.42,Late
6156,10485,2026-03-28,2025-11-28,42608.63,Missed
6157,2801,2025-08-15,2025-08-19,5831.93,On-Time
6158,8097,2025-08-08,2026-01-14,1893.0,On-Time
6159,8075,2025-05-14,2026-03-23,47122.87,On-Time
6160,3030,2025-07-29,2025-11-02,44825.99,Late
6161,4473,2025-09-23,2026-04-02,16898.52,On-Time
6162,14186,2025-09-07,2025-12-26,42447.23,Late
6163,982,2026-03-23,2025-09-14,3028.54,On-Time
6164,8366,2025-09-19,2025-10-16,17353.82,Late
6165,7696,2026-03-07,2025-11-03,33778.0,Late
6166,5339,2025-12-09,2025-10-25,16714.13,On-Time
6167,9658,2025-07-26,2025-10-05,26003.37,Missed
6168,3317,2025-09-06,2026-03-04,46872.9,Missed
6169,11037,2025-10-30,2025-08-14,49334.18,Late
6170,13281,2026-02-19,2026-03-30,35103.66,Missed
6171,876,2025-07-17,2025-11-25,16952.26,Late
6172,2545,2026-04-21,2025-10-31,6354.16,Missed
6173,1378,2025-07-10,2025-07-15,38036.85,Late
6174,5760,2026-01-23,2025-05-19,47059.29,Missed
6175,12720,2025-07-11,2026-01-30,32368.21,On-Time
6176,8076,2026-01-15,2026-03-06,37030.51,On-Time
6177,4130,2025-09-04,2025-08-30,47506.49,Missed
6178,6470,2026-03-23,2025-09-26,3717.43,Missed
6179,2303,2025-11-26,2025-07-13,31598.11,Late
6180,11440,2026-04-17,2025-11-14,1980.39,On-Time
6181,12499,2025-12-03,2025-10-14,3809.13,Missed
6182,8985,2026-01-26,2025-06-17,46457.48,On-Time
6183,3468,2025-10-03,2026-04-20,12914.28,On-Time
6184,14602,2025-07-01,2026-03-10,44024.48,On-Time
6185,3592,2025-06-25,2025-08-20,28864.76,Missed
6186,4535,2026-05-07,2025-12-29,37177.85,Late
6187,12821,2025-06-05,2026-04-07,23282.9,Late
6188,4889,2025-08-14,2025-06-30,18433.06,Late
6189,9849,2025-12-10,2026-04-12,48800.69,On-Time
6190,12053,2026-01-27,2025-09-28,22204.88,Late
6191,8291,2025-10-23,2026-02-06,22925.76,On-Time
6192,10884,2025-08-09,2026-04-11,44726.14,Missed
6193,5769,2025-11-14,2025-12-25,6828.51,Late
6194,36,2026-02-03,2025-11-19,11361.89,Missed
6195,761,2025-06-22,2026-03-08,12973.92,Late
6196,14082,2025-06-06,2026-01-04,23893.63,On-Time
6197,14716,2025-07-21,2026-02-18,32448.62,Missed
6198,2857,2025-08-25,2025-10-01,27574.32,Late
6199,7925,2025-06-13,2026-03-16,16508.26,Late
6200,2391,2026-04-23,2026-01-20,19152.6,Missed
6201,2879,2026-04-23,2026-02-20,24867.87,On-Time
6202,10060,2025-09-02,2025-06-09,18797.25,Late
6203,8683,2025-09-04,2025-08-17,16916.44,Late
6204,8149,2025-11-12,2025-08-11,38626.29,On-Time
6205,5205,2025-08-04,2025-07-02,41062.55,Late
6206,10120,2026-01-05,2025-07-30,35362.72,On-Time
6207,11644,2025-12-15,2025-10-16,25902.33,Missed
6208,14114,2026-02-26,2025-10-03,26703.35,Late
6209,8256,2025-07-10,2026-03-12,35336.65,Missed
6210,5421,2026-03-17,2025-10-20,17389.56,On-Time
6211,12372,2025-07-24,2025-09-03,14284.65,Late
6212,14150,2025-05-27,2026-03-30,3507.16,Late
6213,2815,2025-11-22,2025-11-18,7525.44,Missed
6214,3388,2026-03-27,2025-11-18,33558.29,On-Time
6215,14546,2025-10-01,2025-09-19,45897.05,Missed
6216,7791,2025-06-11,2026-02-28,3320.68,Missed
6217,13349,2026-04-22,2025-09-09,2374.29,Late
6218,1782,2025-12-13,2026-02-01,25597.14,Late
6219,8970,2025-08-29,2025-11-01,18898.8,Late
6220,2453,2025-06-20,2025-07-20,48064.92,Late
6221,12802,2026-01-03,2025-10-22,32304.61,On-Time
6222,3334,2025-12-01,2026-04-15,16284.33,Missed
6223,11098,2025-10-08,2025-08-01,39699.61,Missed
6224,8295,2026-04-23,2026-04-18,2603.18,On-Time
6225,3240,2026-01-17,2025-08-09,28172.67,Late
6226,1124,2025-09-12,2026-01-16,27014.99,Late
6227,12607,2025-07-01,2026-02-02,48543.42,Missed
6228,9935,2025-08-08,2025-08-28,43287.78,On-Time
6229,5226,2025-12-09,2026-04-03,15764.65,Missed
6230,8730,2026-05-08,2025-12-20,23500.2,Missed
6231,1043,2026-03-19,2025-09-13,49827.4,On-Time
6232,1426,2026-04-17,2025-09-25,2744.42,On-Time
6233,1128,2026-04-07,2025-07-28,43114.42,Missed
6234,9912,2025-05-26,2025-10-24,37660.89,Missed
6235,4597,2026-02-01,2025-06-24,45711.51,Missed
6236,7322,2025-06-20,2026-02-01,1261.16,Late
6237,10706,2025-11-01,2026-02-05,6451.15,Late
6238,9066,2025-12-20,2025-08-12,29223.98,Missed
6239,1736,2025-11-07,2025-06-17,25319.79,Late
6240,14954,2025-08-25,2025-07-12,40549.34,On-Time
6241,5842,2025-10-02,2026-01-04,40822.24,Late
6242,1827,2025-06-27,2025-09-04,25251.05,On-Time
6243,12807,2025-06-03,2025-09-03,40045.04,Late
6244,9256,2026-02-19,2025-10-18,9251.06,Late
6245,4501,2026-04-12,2025-05-21,31849.18,On-Time
6246,10503,2025-10-12,2025-11-20,42261.38,Late
6247,7711,2025-11-24,2025-11-19,42159.1,Late
6248,13814,2025-11-29,2026-01-13,24296.32,On-Time
6249,1684,2025-12-14,2025-10-27,35533.92,Late
6250,4649,2026-05-07,2025-10-31,46944.76,Missed
6251,10018,2025-07-20,2026-05-04,28352.7,Missed
6252,12761,2025-08-25,2026-04-11,18356.75,On-Time
6253,12169,2026-01-01,2025-10-23,16308.14,Late
6254,13381,2025-11-16,2026-05-05,3284.32,On-Time
6255,6828,2025-11-23,2026-02-26,13923.37,Missed
6256,6457,2026-02-16,2025-07-14,30045.02,Late
6257,7736,2025-06-03,2026-03-28,17067.5,On-Time
6258,13069,2026-01-18,2025-07-01,1370.5,Late
6259,4365,2026-03-30,2025-11-30,1776.35,Late
6260,4155,2026-02-11,2025-10-02,14342.71,On-Time
6261,11524,2025-06-21,2025-09-12,35471.05,On-Time
6262,10171,2026-03-15,2026-03-31,38577.78,Late
6263,2221,2025-05-11,2025-11-11,4951.46,Missed
6264,510,2026-04-06,2025-12-21,28057.43,Late
6265,8693,2025-05-29,2026-01-22,9273.75,Missed
6266,4733,2026-01-16,2025-08-01,38417.59,Late
6267,10810,2026-02-24,2025-07-22,11846.51,Missed
6268,5799,2025-10-20,2025-07-19,43472.26,Late
6269,7480,2026-05-02,2026-01-26,5709.13,On-Time
6270,9284,2026-01-22,2025-09-18,48254.81,Missed
6271,13526,2026-04-28,2025-10-20,45187.32,On-Time
6272,5902,2025-07-22,2025-11-18,41404.67,Late
6273,8200,2025-09-11,2025-12-31,23711.95,Missed
6274,12815,2025-11-11,2025-10-20,10036.51,On-Time
6275,807,2025-08-02,2026-02-10,15097.8,On-Time
6276,2608,2026-04-03,2025-10-11,15127.02,On-Time
6277,41,2025-09-22,2026-04-26,40514.53,Late
6278,4375,2025-11-29,2025-10-16,5255.79,On-Time
6279,12028,2026-03-08,2026-05-04,43535.5,Missed
6280,6555,2025-12-19,2025-08-22,25853.89,On-Time
6281,10668,2026-02-14,2026-04-08,15298.71,Missed
6282,6000,2026-04-21,2026-03-07,43612.94,Missed
6283,7873,2025-12-16,2025-06-11,10195.99,Missed
6284,14969,2025-09-10,2025-06-08,3055.44,Missed
6285,1085,2026-03-03,2025-07-11,29031.19,Late
6286,12248,2025-12-10,2026-01-23,27853.56,Missed
6287,2819,2026-02-08,2025-11-09,23705.49,On-Time
6288,1624,2026-05-01,2025-08-11,22041.97,On-Time
6289,13659,2026-04-18,2025-12-30,6628.47,On-Time
6290,13509,2026-02-10,2025-12-14,32144.31,Missed
6291,3534,2026-04-30,2026-02-25,27942.47,Missed
6292,563,2025-06-17,2025-12-20,33581.59,Late
6293,5141,2026-04-06,2025-06-19,31449.86,Late
6294,13085,2026-01-15,2026-02-11,47314.98,Late
6295,11114,2025-06-20,2025-08-23,16294.27,Late
6296,1386,2025-12-05,2025-06-16,9722.5,Late
6297,8290,2026-03-26,2026-01-11,42902.42,Missed
6298,4645,2026-03-28,2026-01-20,46063.97,On-Time
6299,7555,2026-01-31,2025-05-19,30923.65,On-Time
6300,13390,2025-12-16,2025-11-08,45518.91,On-Time
6301,6873,2025-12-02,2025-10-06,9186.2,Missed
6302,49,2025-12-16,2026-03-24,26542.68,Late
6303,2147,2026-04-18,2025-09-07,22444.77,On-Time
6304,12726,2026-01-19,2025-06-03,18715.14,Late
6305,2787,2026-04-20,2025-06-10,24789.06,Late
6306,3069,2025-09-12,2025-11-11,3606.99,On-Time
6307,6077,2025-06-25,2026-03-11,13190.38,Late
6308,10276,2025-12-05,2025-07-14,20603.15,Missed
6309,11924,2025-12-14,2025-07-29,9410.09,Late
6310,10308,2025-10-09,2025-12-06,29684.95,Late
6311,9439,2026-01-05,2025-06-17,36078.94,Late
6312,14732,2025-10-27,2025-10-23,8013.59,Late
6313,9459,2025-09-04,2025-06-23,43054.06,Missed
6314,5,2025-06-16,2026-03-30,23071.47,Late
6315,426,2025-08-13,2025-10-03,25316.07,Late
6316,8658,2025-12-25,2025-09-06,26517.3,Late
6317,1967,2026-01-23,2025-10-16,16692.81,Late
6318,5546,2025-11-25,2026-02-22,42153.15,Missed
6319,1905,2026-01-10,2025-07-02,24521.01,On-Time
6320,3984,2025-12-20,2025-11-01,47277.52,Late
6321,3865,2025-10-22,2025-06-27,13092.98,Late
6322,7574,2025-12-12,2025-11-30,45233.89,On-Time
6323,11925,2025-07-02,2026-01-18,47362.9,Late
6324,14871,2025-11-01,2025-08-20,49770.42,Missed
6325,5431,2025-11-05,2025-11-19,15028.2,On-Time
6326,3384,2025-10-25,2025-07-02,34408.91,On-Time
6327,2712,2025-07-23,2025-06-21,19708.2,Late
6328,11544,2025-11-08,2026-04-19,39710.25,Missed
6329,2636,2025-10-20,2025-08-03,30115.54,Missed
6330,8422,2025-06-08,2026-03-23,30127.85,On-Time
6331,3362,2025-09-07,2025-08-10,32293.1,On-Time
6332,11303,2026-04-06,2026-04-05,23509.29,Late
6333,904,2025-11-13,2025-06-18,19147.2,On-Time
6334,7186,2026-04-27,2025-08-14,34590.7,Missed
6335,12111,2025-07-15,2026-01-15,6110.51,Missed
6336,2916,2025-05-12,2025-07-07,40444.53,On-Time
6337,2868,2025-08-09,2026-01-20,1250.92,Missed
6338,10300,2025-12-04,2026-04-30,20175.66,Late
6339,3960,2025-10-14,2025-06-28,36892.75,Missed
6340,506,2026-02-20,2026-02-02,27230.66,Missed
6341,442,2026-05-08,2025-12-19,40913.73,On-Time
6342,5943,2026-01-30,2026-03-16,26067.54,On-Time
6343,9150,2025-09-09,2025-05-12,21538.84,Late
6344,14764,2025-06-16,2026-02-15,43954.12,Missed
6345,499,2026-03-26,2025-10-18,36383.8,Late
6346,1433,2025-10-10,2025-10-15,48796.76,Missed
6347,9584,2025-05-27,2026-03-10,42367.8,Missed
6348,8780,2025-07-30,2026-04-23,27848.99,On-Time
6349,6821,2026-03-05,2026-01-01,23220.94,On-Time
6350,4980,2026-01-25,2026-03-17,36919.0,Late
6351,3810,2025-11-14,2025-12-10,31784.36,Missed
6352,2064,2025-07-26,2025-10-03,32875.54,Late
6353,12327,2025-08-03,2026-01-20,47554.35,On-Time
6354,3729,2025-05-23,2025-07-22,6410.43,Missed
6355,7086,2025-08-06,2025-09-08,41543.56,Missed
6356,9793,2025-07-08,2026-01-16,14030.59,On-Time
6357,8978,2026-02-24,2025-10-27,24532.03,On-Time
6358,9631,2025-05-27,2025-05-19,27268.19,Late
6359,13755,2026-03-26,2025-12-11,41070.7,Missed
6360,6835,2026-01-05,2026-01-09,46831.64,Late
6361,484,2025-10-17,2025-05-29,37055.34,On-Time
6362,1834,2025-08-29,2026-02-19,5619.81,On-Time
6363,13005,2025-07-12,2025-09-22,39984.98,Missed
6364,13889,2026-02-11,2025-06-15,42805.72,Late
6365,11496,2026-03-20,2025-06-28,13548.29,Missed
6366,79,2026-01-11,2025-12-18,11583.21,Late
6367,2043,2026-04-11,2026-04-08,38310.63,On-Time
6368,10899,2025-05-24,2025-05-12,29977.58,Missed
6369,5608,2025-05-21,2025-08-08,13739.67,Missed
6370,2501,2025-12-06,2025-06-12,15083.12,Late
6371,14755,2025-08-27,2025-06-16,32525.59,Missed
6372,2598,2026-01-20,2026-03-04,30590.69,On-Time
6373,2009,2026-03-22,2025-11-21,33525.9,Missed
6374,5904,2025-06-13,2026-01-19,8947.5,Late
6375,72,2025-09-24,2026-01-07,43727.78,Late
6376,8173,2025-12-29,2025-10-01,46197.37,Missed
6377,5515,2026-03-30,2025-11-29,28735.85,Missed
6378,9940,2026-02-01,2026-03-01,36967.72,Late
6379,4887,2026-01-21,2026-01-24,38434.28,On-Time
6380,4173,2025-12-07,2026-01-13,14798.35,On-Time
6381,596,2026-02-14,2025-06-02,13471.73,Late
6382,6729,2026-04-19,2026-01-05,40408.94,On-Time
6383,4907,2026-02-27,2026-03-22,6330.31,Late
6384,12358,2025-07-15,2026-03-11,10310.88,Late
6385,14832,2025-05-25,2025-10-03,12516.78,Missed
6386,7573,2025-10-13,2025-11-16,38782.17,On-Time
6387,9161,2026-04-15,2025-10-09,35100.25,Missed
6388,3867,2025-07-06,2025-10-13,37909.45,Missed
6389,11971,2025-09-24,2025-08-01,44923.89,Late
6390,1952,2025-11-03,2026-04-22,12253.01,Late
6391,864,2025-08-07,2025-11-17,28655.55,On-Time
6392,5468,2025-07-19,2026-02-04,3781.05,On-Time
6393,14418,2025-08-28,2025-06-26,9432.87,Late
6394,6333,2025-06-03,2025-12-05,12818.19,On-Time
6395,13020,2025-12-11,2025-05-14,8333.36,On-Time
6396,12835,2026-03-07,2025-09-02,41174.77,Late
6397,9695,2026-02-13,2026-03-19,35902.57,Late
6398,9907,2025-08-15,2025-10-01,22980.65,Missed
6399,10021,2025-06-06,2026-01-04,12596.37,Late
6400,2896,2025-09-16,2026-04-19,36348.19,Late
6401,2194,2025-07-16,2026-02-27,25433.85,On-Time
6402,5532,2025-10-03,2026-03-08,2950.34,Late
6403,2154,2025-10-13,2026-03-14,42720.3,Missed
6404,13596,2025-09-20,2026-04-05,46671.06,Missed
6405,11068,2025-07-22,2025-09-16,30837.88,On-Time
6406,4879,2025-12-13,2025-07-15,2220.95,On-Time
6407,5537,2025-12-16,2025-12-16,21998.45,Missed
6408,14473,2026-03-29,2026-04-03,43675.22,On-Time
6409,2792,2026-03-17,2026-02-20,43832.3,Late
6410,4029,2025-08-02,2025-06-29,19104.17,Late
6411,9099,2026-03-29,2025-06-09,39528.94,Late
6412,14739,2026-04-05,2025-07-15,8762.51,Missed
6413,10625,2025-08-15,2025-10-02,15949.16,On-Time
6414,13276,2025-08-03,2026-01-15,21585.14,Missed
6415,13635,2026-01-11,2025-05-22,47928.02,On-Time
6416,14002,2026-03-03,2025-10-17,3758.71,On-Time
6417,13609,2025-06-12,2026-01-02,10564.35,Missed
6418,12146,2025-12-20,2025-07-17,30746.47,On-Time
6419,3848,2025-10-03,2025-09-12,47603.55,Missed
6420,12503,2025-10-17,2025-11-18,37854.55,On-Time
6421,13457,2025-12-07,2026-02-20,39723.69,Late
6422,2379,2025-08-03,2026-01-31,40747.25,On-Time
6423,511,2025-10-24,2025-11-28,31982.18,Missed
6424,4486,2026-04-06,2025-08-04,11471.1,Late
6425,9231,2026-02-05,2025-09-11,12185.19,On-Time
6426,7966,2025-09-25,2026-03-20,20657.41,Late
6427,9812,2025-09-11,2025-07-25,27968.99,On-Time
6428,9253,2025-07-29,2025-11-05,33032.02,On-Time
6429,8982,2025-08-09,2026-01-23,29230.18,Late
6430,13085,2026-01-08,2025-08-16,39044.58,Missed
6431,14349,2025-08-30,2026-04-08,15838.33,On-Time
6432,11393,2025-06-27,2025-06-11,41418.57,Missed
6433,14292,2025-10-28,2025-07-19,29146.03,On-Time
6434,14376,2026-01-30,2025-07-12,39882.02,Missed
6435,6384,2026-01-18,2025-08-27,40348.49,On-Time
6436,9022,2025-11-18,2025-06-13,37593.61,Late
6437,3036,2025-11-23,2025-12-31,30029.16,Late
6438,429,2025-06-26,2026-05-07,8599.99,Missed
6439,10577,2025-07-24,2025-08-09,47558.82,Missed
6440,3097,2025-08-27,2026-02-14,45405.16,On-Time
6441,1845,2025-07-10,2026-01-28,14117.69,Late
6442,1079,2025-12-25,2025-11-22,10755.53,Missed
6443,4543,2025-09-01,2026-05-02,1419.33,On-Time
6444,2175,2025-05-31,2025-05-30,14567.06,Late
6445,1767,2026-04-03,2025-10-21,33745.36,On-Time
6446,7228,2025-07-08,2025-11-25,49485.56,Missed
6447,10337,2025-08-08,2025-07-29,31462.96,On-Time
6448,8163,2025-09-17,2026-04-18,6949.41,Late
6449,2331,2026-02-06,2026-03-04,41630.45,Missed
6450,2443,2025-05-15,2026-01-21,10659.81,Missed
6451,151,2025-07-22,2025-08-30,46833.55,Missed
6452,17,2025-09-18,2025-09-10,23315.58,Late
6453,5394,2025-05-23,2025-05-29,24492.01,On-Time
6454,962,2025-12-24,2025-12-08,24854.26,On-Time
6455,1576,2025-06-11,2025-05-10,6052.42,Late
6456,6849,2026-02-07,2026-01-01,47944.34,Missed
6457,3587,2025-11-28,2025-08-30,43533.1,Late
6458,8946,2025-10-17,2025-12-15,32633.15,Late
6459,7421,2025-09-06,2025-08-06,40092.2,Late
6460,11346,2026-04-19,2025-12-26,23457.23,Missed
6461,10985,2025-11-24,2025-12-04,23934.58,Missed
6462,3000,2026-04-19,2025-10-23,37553.47,On-Time
6463,8719,2026-04-19,2026-03-13,49083.09,On-Time
6464,1405,2025-06-20,2025-11-14,42175.47,Late
6465,9156,2026-04-09,2025-09-26,32396.89,Late
6466,3723,2025-05-22,2026-03-10,31991.45,Missed
6467,9610,2025-08-06,2026-01-03,9999.19,On-Time
6468,13731,2025-08-04,2025-06-24,42780.61,Missed
6469,2498,2026-04-05,2026-02-02,13745.8,On-Time
6470,6198,2025-05-24,2026-02-01,33006.74,Missed
6471,791,2025-10-13,2025-10-12,14600.86,Missed
6472,7879,2025-08-19,2025-07-09,38064.72,On-Time
6473,1146,2025-07-23,2025-09-29,16613.06,Missed
6474,4818,2026-02-01,2025-06-15,26055.71,On-Time
6475,6840,2025-09-22,2026-03-18,35200.2,Missed
6476,14626,2025-10-02,2025-09-10,20427.24,Missed
6477,7187,2026-04-11,2026-03-05,20486.38,Late
6478,7905,2025-09-07,2025-10-04,18649.01,On-Time
6479,609,2025-08-04,2026-02-28,42708.5,Late
6480,1168,2025-09-10,2025-11-24,46359.27,Missed
6481,5651,2025-12-29,2025-11-30,23633.95,Missed
6482,9294,2026-03-10,2025-10-20,8141.58,Late
6483,11466,2025-06-03,2026-05-07,40125.34,On-Time
6484,7554,2026-04-01,2025-12-05,8184.34,Missed
6485,9992,2025-06-09,2025-08-15,42232.94,On-Time
6486,12558,2026-03-17,2025-08-03,36794.56,Missed
6487,11321,2025-11-22,2025-12-22,33443.37,Late
6488,12893,2025-07-02,2025-12-02,6474.91,Late
6489,8828,2026-01-30,2025-09-11,34260.76,Missed
6490,11466,2025-08-07,2025-08-12,14616.82,Late
6491,2318,2026-02-19,2025-10-31,17821.81,Late
6492,9798,2026-04-21,2026-03-31,18573.49,Missed
6493,7758,2026-04-04,2025-06-22,46635.67,Missed
6494,14318,2025-09-15,2026-01-06,23261.17,Missed
6495,12126,2026-02-16,2025-07-03,49428.32,On-Time
6496,1240,2026-03-04,2026-04-10,24355.42,On-Time
6497,2539,2026-02-27,2025-08-18,14492.02,Missed
6498,5034,2026-03-17,2025-11-09,6030.12,Missed
6499,2585,2026-02-07,2025-11-11,3747.82,Missed
6500,545,2025-06-05,2025-10-04,36679.75,On-Time
6501,8710,2026-01-12,2026-01-09,5576.88,Late
6502,286,2026-02-05,2026-01-01,44819.4,Late
6503,9505,2025-05-20,2025-10-14,16560.88,Missed
6504,701,2026-04-03,2026-03-15,42852.58,On-Time
6505,6142,2025-11-02,2026-03-07,32810.18,On-Time
6506,8050,2025-07-02,2025-05-10,2303.38,On-Time
6507,7906,2025-06-12,2025-09-20,4562.92,Late
6508,5404,2026-05-03,2026-02-23,46664.52,Missed
6509,2977,2025-06-04,2026-01-30,19504.07,Missed
6510,5630,2025-08-22,2025-12-16,10362.94,Missed
6511,6589,2026-02-14,2026-04-14,11963.07,Missed
6512,11468,2025-06-20,2025-05-30,41696.27,Late
6513,14336,2026-04-25,2026-02-01,7330.5,On-Time
6514,6318,2025-07-04,2026-01-21,44337.04,On-Time
6515,12239,2026-04-29,2026-01-26,11462.38,Late
6516,5229,2025-09-27,2025-08-12,2214.83,Missed
6517,12111,2025-05-28,2025-10-07,47578.31,Missed
6518,712,2026-01-08,2026-03-10,28020.77,Missed
6519,1869,2025-06-26,2025-08-27,40171.62,Missed
6520,5224,2025-07-14,2026-05-04,48895.98,On-Time
6521,138,2025-10-29,2025-11-26,42536.6,On-Time
6522,2540,2025-12-20,2025-05-22,19190.64,On-Time
6523,14366,2025-10-24,2025-06-12,31768.87,Missed
6524,8421,2025-12-14,2025-06-15,31413.99,Missed
6525,13339,2026-02-24,2026-04-26,42411.87,On-Time
6526,11905,2025-07-01,2025-10-08,4713.28,On-Time
6527,176,2025-08-26,2025-10-04,32962.34,Late
6528,4438,2026-01-12,2025-06-11,7970.32,Missed
6529,11355,2026-01-17,2025-06-08,10115.1,Missed
6530,7384,2026-02-14,2025-12-21,3647.21,On-Time
6531,2696,2025-07-17,2026-04-13,12222.53,Late
6532,11450,2026-02-12,2025-10-11,10866.17,Late
6533,634,2026-03-22,2025-06-23,16489.47,Late
6534,3917,2025-11-24,2026-01-24,39760.62,Missed
6535,12550,2025-11-02,2025-12-14,43890.13,On-Time
6536,10592,2026-03-20,2025-11-13,1120.95,Late
6537,2920,2026-01-29,2025-06-14,36478.43,Missed
6538,3463,2026-02-17,2026-03-06,35277.24,Missed
6539,9082,2026-01-06,2025-10-03,3926.91,On-Time
