transaction_id,customer_id,transaction_date,transaction_type,merchant_category,amount
3776,7659,2025-10-11,Wallet,Shopping,10403.37
3777,1535,2025-10-09,Bank Transfer,Travel,30150.43
3778,6758,2025-12-24,Wallet,Bills,26233.02
3779,4360,2025-09-04,UPI,Bills,1704.1
3780,2241,2026-04-25,Bank Transfer,Entertainment,21857.18
3781,4652,2025-11-15,UPI,Travel,40448.11
3782,3328,2025-05-12,Card,Food,37194.74
3783,9355,2025-06-18,UPI,Travel,32090.52
3784,9260,2025-07-11,UPI,Healthcare,1680.39
3785,4157,2025-09-11,Card,Travel,21955.65
3786,1985,2025-06-07,Bank Transfer,Entertainment,14077.83
3787,2892,2026-03-12,Card,Shopping,49433.46
3788,8097,2025-09-15,Card,Bills,2799.64
3789,9452,2025-11-21,UPI,Travel,13028.36
3790,5579,2025-07-08,Card,Entertainment,40988.02
3791,7471,2025-11-28,UPI,Healthcare,46474.6
3792,9462,2026-02-18,Card,Bills,42493.41
3793,4973,2025-09-28,Wallet,Travel,35624.68
3794,741,2026-01-22,Card,Bills,47820.18
3795,806,2026-04-11,UPI,Bills,33493.44
3796,5728,2026-02-04,Wallet,Travel,25364.96
3797,6460,2025-11-26,Bank Transfer,Shopping,764.7
3798,8462,2025-06-01,Card,Food,43110.08
3799,8831,2025-10-02,Bank Transfer,Bills,7145.01
3800,814,2026-01-23,Card,Travel,39930.47
3801,1742,2025-11-16,Card,Travel,2167.26
3802,3847,2025-08-31,Bank Transfer,Shopping,23562.51
3803,9895,2025-12-21,Card,Entertainment,17245.27
3804,9523,2025-12-23,Card,Travel,23708.34
3805,9473,2026-04-19,UPI,Food,41810.12
3806,2665,2025-11-23,UPI,Travel,22747.51
3807,9232,2026-02-03,Wallet,Shopping,1363.46
3808,9815,2026-03-25,Wallet,Food,24650.0
3809,2479,2025-09-24,Card,Healthcare,45729.43
3810,1787,2025-05-15,Wallet,Entertainment,21744.94
3811,5665,2026-04-04,Card,Travel,7507.84
3812,5939,2025-10-03,Wallet,Entertainment,22249.16
3813,7285,2025-12-11,Card,Food,16385.32
3814,5156,2025-06-11,Card,Food,15150.43
3815,6352,2026-03-16,Wallet,Food,15769.24
3816,3027,2026-01-20,Wallet,Healthcare,29614.62
3817,8188,2026-02-28,Bank Transfer,Healthcare,40686.4
3818,9012,2025-07-11,Bank Transfer,Bills,552.33
3819,4574,2026-02-06,Bank Transfer,Travel,34397.99
3820,4049,2025-07-31,Bank Transfer,Shopping,36701.5
3821,8692,2026-05-01,Bank Transfer,Bills,13931.17
3822,2174,2025-10-24,Wallet,Food,34971.11
3823,5980,2025-05-17,UPI,Entertainment,16639.2
3824,8070,2026-05-07,Card,Entertainment,45220.07
3825,5905,2026-02-19,Bank Transfer,Healthcare,4923.82
3826,1176,2026-02-02,Bank Transfer,Bills,35883.91
3827,4432,2026-01-28,UPI,Travel,5763.64
3828,2062,2026-03-30,Card,Travel,7981.77
3829,2736,2025-12-30,Wallet,Food,18219.97
3830,9379,2025-10-19,Wallet,Travel,8084.89
3831,2177,2026-02-20,Wallet,Shopping,923.34
3832,8243,2026-01-23,UPI,Healthcare,16495.6
3833,4998,2026-03-18,UPI,Food,42501.44
3834,1934,2025-05-27,Card,Shopping,34420.57
3835,6151,2025-11-16,Wallet,Shopping,11483.94
3836,8142,2025-09-26,Bank Transfer,Shopping,30567.6
3837,8277,2025-06-05,Wallet,Food,16416.74
3838,4512,2026-04-11,Wallet,Healthcare,5164.15
3839,4015,2025-08-20,UPI,Healthcare,20427.42
3840,1182,2025-11-18,Bank Transfer,Shopping,26748.11
3841,7659,2025-06-18,UPI,Healthcare,4180.14
3842,3057,2026-02-22,UPI,Entertainment,35276.83
3843,3993,2025-12-21,Card,Travel,18482.05
3844,3739,2026-01-18,UPI,Healthcare,40605.56
3845,279,2025-05-21,UPI,Bills,18730.42
3846,8523,2025-09-28,UPI,Shopping,40728.81
3847,2392,2025-07-23,UPI,Food,44273.61
3848,782,2025-06-25,Bank Transfer,Bills,44644.15
3849,788,2026-02-04,Bank Transfer,Shopping,33086.66
3850,4719,2026-02-11,Wallet,Entertainment,31333.4
3851,9619,2025-11-24,Bank Transfer,Bills,28981.82
3852,6597,2025-05-12,UPI,Food,44751.97
3853,9751,2025-08-01,Wallet,Food,8431.94
3854,9168,2025-06-10,Bank Transfer,Shopping,21762.7
3855,3763,2025-06-20,UPI,Shopping,42225.04
3856,9123,2026-02-26,Bank Transfer,Shopping,5211.36
3857,3412,2026-03-10,Wallet,Entertainment,47997.67
3858,701,2026-04-15,UPI,Travel,38273.01
3859,2320,2025-11-24,Bank Transfer,Entertainment,20009.79
3860,9546,2025-08-05,Wallet,Entertainment,15205.57
3861,6932,2025-07-19,Card,Travel,26640.7
3862,1795,2026-02-22,UPI,Entertainment,35683.28
3863,2352,2025-06-06,UPI,Travel,35616.6
3864,1220,2026-04-06,Card,Travel,21754.08
3865,8423,2025-10-26,Wallet,Food,20305.63
3866,3362,2025-06-05,UPI,Travel,305.65
3867,2541,2026-01-05,Wallet,Entertainment,30038.51
3868,7239,2025-11-08,Wallet,Healthcare,27249.98
3869,4697,2025-08-01,Wallet,Shopping,23532.25
3870,5988,2025-07-26,Card,Entertainment,27523.57
3871,6558,2025-08-24,UPI,Food,10570.42
3872,3899,2026-04-26,Card,Travel,3703.32
3873,8934,2025-08-16,UPI,Entertainment,39047.8
3874,7468,2026-03-05,Wallet,Travel,22429.33
3875,8963,2025-11-04,Card,Bills,36721.16
3876,2788,2026-05-08,UPI,Food,25258.28
3877,7157,2025-05-22,UPI,Shopping,26787.8
3878,6373,2025-10-13,Bank Transfer,Entertainment,26763.46
3879,9800,2026-03-10,Bank Transfer,Food,36181.56
3880,8021,2025-06-28,UPI,Bills,48518.28
3881,3308,2025-11-19,UPI,Bills,46502.84
3882,3780,2025-12-13,Bank Transfer,Healthcare,41065.4
3883,4478,2025-09-02,Card,Shopping,22071.12
3884,9331,2025-09-08,UPI,Bills,14026.78
3885,864,2025-06-03,Wallet,Bills,43299.05
3886,578,2026-04-29,Card,Shopping,41189.95
3887,3996,2025-12-24,Wallet,Shopping,21778.28
3888,3693,2026-04-25,Card,Healthcare,19185.44
3889,262,2026-03-29,Wallet,Travel,28651.34
3890,8684,2025-08-08,UPI,Healthcare,14351.28
3891,7353,2026-01-18,Wallet,Travel,32133.03
3892,8466,2025-07-15,Wallet,Bills,19076.15
3893,3390,2025-11-03,UPI,Food,26158.86
3894,5056,2025-07-05,Wallet,Entertainment,703.13
3895,6299,2025-10-28,Wallet,Food,38944.19
3896,7922,2026-01-14,UPI,Entertainment,30359.01
3897,7717,2025-08-02,Bank Transfer,Healthcare,26619.45
3898,3522,2025-10-24,Wallet,Food,11360.46
3899,1882,2025-11-22,Bank Transfer,Healthcare,6997.41
3900,717,2025-09-12,UPI,Bills,33521.64
3901,5790,2025-09-14,Wallet,Entertainment,20786.49
3902,4085,2025-05-22,Bank Transfer,Bills,28639.7
3903,2952,2026-03-18,UPI,Travel,20616.94
3904,6667,2025-06-16,Card,Shopping,38343.25
3905,2607,2026-02-01,Card,Travel,32201.63
3906,2965,2025-11-22,Card,Bills,12568.04
3907,5945,2025-10-30,Wallet,Shopping,49795.35
3908,48,2026-03-16,UPI,Travel,39155.98
3909,7007,2025-11-21,Bank Transfer,Healthcare,2144.72
3910,2141,2025-12-13,Bank Transfer,Healthcare,3671.22
3911,422,2025-06-26,Wallet,Shopping,46004.11
3912,122,2025-06-14,Card,Shopping,31089.28
3913,8174,2025-08-23,UPI,Shopping,10571.13
3914,6856,2025-05-24,Bank Transfer,Entertainment,23571.47
3915,4746,2026-02-16,Card,Food,46135.39
3916,1110,2026-03-19,Wallet,Entertainment,24683.64
3917,9801,2026-03-19,UPI,Food,39710.79
3918,3898,2026-04-14,Wallet,Bills,37191.61
3919,9899,2025-07-15,UPI,Food,37006.38
3920,6619,2026-04-05,Wallet,Healthcare,47680.45
3921,5061,2026-01-31,Wallet,Healthcare,6325.44
3922,5329,2026-02-26,Bank Transfer,Bills,20002.44
3923,1961,2025-12-18,UPI,Bills,30388.13
3924,7659,2025-05-31,Bank Transfer,Food,22068.58
3925,8293,2025-08-08,Bank Transfer,Healthcare,38195.2
3926,5997,2025-10-06,Bank Transfer,Healthcare,2233.94
3927,1979,2025-11-05,UPI,Healthcare,5383.63
3928,8619,2026-02-03,Card,Shopping,44032.7
3929,9064,2026-04-03,Card,Travel,6685.99
3930,35,2025-07-30,Wallet,Bills,40146.73
3931,9496,2026-04-21,Wallet,Travel,20408.1
3932,7121,2026-03-01,Wallet,Food,16659.78
3933,2960,2025-09-06,Wallet,Healthcare,27393.27
3934,5209,2025-06-05,Card,Entertainment,48077.6
3935,267,2025-05-30,Wallet,Shopping,18563.04
3936,4297,2025-12-28,Card,Entertainment,21731.44
3937,1319,2025-08-04,Wallet,Food,14192.18
3938,8710,2025-11-13,Wallet,Bills,13645.97
3939,4684,2026-04-09,Wallet,Food,19194.54
3940,2822,2025-12-27,UPI,Shopping,27516.55
3941,7183,2026-03-01,Bank Transfer,Bills,41528.57
3942,5491,2025-10-22,Bank Transfer,Healthcare,31725.05
3943,5931,2025-11-25,UPI,Shopping,43804.44
3944,2595,2025-08-21,UPI,Healthcare,5961.91
3945,6841,2026-03-09,UPI,Travel,30340.06
3946,1001,2025-05-19,Card,Bills,48496.91
3947,7912,2025-05-18,Card,Food,48252.71
3948,3074,2026-01-26,UPI,Food,28127.0
3949,4343,2026-04-15,Wallet,Bills,7869.28
3950,2350,2025-06-11,Wallet,Healthcare,30443.37
3951,6449,2025-11-05,UPI,Bills,14490.49
3952,4147,2025-08-02,Bank Transfer,Travel,34961.63
3953,5718,2025-12-06,Bank Transfer,Travel,34380.94
3954,9736,2025-12-25,Card,Entertainment,38970.77
3955,4235,2026-03-12,Card,Travel,48928.66
3956,9728,2025-08-15,Bank Transfer,Healthcare,5563.66
3957,2038,2025-12-15,Card,Entertainment,6027.26
3958,1950,2025-08-16,UPI,Healthcare,44372.52
3959,1717,2025-11-13,UPI,Entertainment,21490.84
3960,2023,2025-10-04,Card,Food,24911.99
3961,5336,2025-05-25,Card,Travel,27468.89
3962,3360,2025-09-03,Wallet,Healthcare,44668.85
3963,3018,2025-06-21,UPI,Shopping,39727.09
3964,11,2025-08-31,Bank Transfer,Bills,9816.02
3965,3686,2026-01-02,Card,Shopping,40566.53
3966,3337,2025-07-07,Bank Transfer,Food,11505.23
3967,4908,2025-11-10,UPI,Healthcare,12748.58
3968,7716,2026-01-21,Card,Food,8882.44
3969,8792,2025-09-13,UPI,Food,21571.78
3970,8881,2026-01-18,Bank Transfer,Food,23644.82
3971,7835,2026-01-25,Bank Transfer,Bills,6971.61
3972,8869,2025-10-18,Bank Transfer,Bills,33334.72
3973,3418,2026-03-16,Card,Entertainment,43101.36
3974,779,2026-05-09,Bank Transfer,Food,27980.89
3975,9061,2025-06-24,Card,Travel,34052.08
3976,170,2025-12-12,UPI,Bills,1412.37
3977,6682,2025-08-22,Bank Transfer,Bills,17052.58
3978,2534,2026-05-02,Bank Transfer,Healthcare,32027.82
3979,7639,2025-05-20,Bank Transfer,Entertainment,13476.44
3980,7151,2026-01-08,Wallet,Entertainment,24273.52
3981,2317,2025-11-09,Bank Transfer,Travel,21900.19
3982,595,2026-04-11,Card,Entertainment,35408.94
3983,6218,2025-09-20,UPI,Shopping,36041.99
3984,9360,2025-06-06,Wallet,Shopping,33716.62
3985,827,2025-08-21,Wallet,Entertainment,42305.02
3986,628,2025-09-14,UPI,Bills,17767.12
3987,3253,2025-05-09,UPI,Healthcare,4007.91
3988,8919,2026-02-04,UPI,Entertainment,34961.04
3989,964,2025-10-18,Card,Healthcare,30087.27
3990,6595,2025-10-08,Card,Travel,24702.05
3991,1881,2026-03-12,Bank Transfer,Shopping,41397.39
3992,3665,2026-04-13,Bank Transfer,Shopping,29874.33
3993,1354,2025-08-08,Bank Transfer,Travel,12641.16
3994,7023,2025-08-06,Wallet,Bills,12783.97
3995,6638,2025-06-19,UPI,Travel,33257.85
3996,591,2025-08-01,Bank Transfer,Bills,893.36
3997,2817,2026-03-04,Wallet,Entertainment,47911.8
3998,7107,2026-02-09,Bank Transfer,Food,36413.54
3999,2164,2025-05-25,Bank Transfer,Shopping,432.37
4000,4049,2026-04-01,UPI,Bills,25643.08
4001,3036,2025-11-08,UPI,Bills,8216.37
4002,4079,2026-03-25,Bank Transfer,Healthcare,44899.94
4003,2006,2026-01-10,Card,Bills,14799.51
4004,5301,2025-05-12,UPI,Bills,13095.24
4005,2754,2026-02-20,Card,Shopping,41925.48
4006,9800,2026-03-16,Bank Transfer,Entertainment,6602.27
4007,3962,2026-01-03,Bank Transfer,Travel,41976.77
4008,6160,2025-06-03,Bank Transfer,Travel,13047.39
4009,4858,2026-04-16,Wallet,Entertainment,2231.08
4010,7377,2025-08-19,Wallet,Bills,35008.5
4011,3169,2025-10-30,UPI,Healthcare,36410.68
4012,7295,2026-02-11,Wallet,Healthcare,35954.82
4013,3070,2025-12-30,UPI,Shopping,13723.95
4014,2938,2026-02-02,Bank Transfer,Bills,32093.43
4015,4809,2025-11-11,UPI,Bills,11608.15
4016,7666,2025-06-13,Card,Shopping,10508.68
4017,1145,2025-09-07,UPI,Bills,38657.59
4018,2349,2025-11-23,Wallet,Travel,36842.18
4019,4835,2025-08-14,Bank Transfer,Entertainment,43429.28
4020,6667,2026-01-21,Wallet,Food,10180.23
4021,9643,2025-07-06,Bank Transfer,Bills,49159.65
4022,9356,2026-02-26,Wallet,Entertainment,11705.12
4023,3124,2025-11-19,Bank Transfer,Entertainment,40412.39
4024,6056,2025-11-04,UPI,Bills,31725.54
4025,5001,2026-03-10,Bank Transfer,Bills,16636.7
4026,5378,2025-05-18,UPI,Entertainment,33069.58
4027,2152,2025-08-20,Card,Entertainment,16409.45
4028,1170,2026-03-10,Wallet,Entertainment,33617.0
4029,8969,2026-01-25,UPI,Healthcare,4960.9
4030,8936,2026-03-12,UPI,Entertainment,22197.66
4031,8699,2025-10-30,Bank Transfer,Travel,22612.93
4032,7483,2025-09-30,Bank Transfer,Bills,14558.64
4033,6785,2026-04-20,Wallet,Healthcare,6710.36
4034,9137,2025-08-14,Bank Transfer,Healthcare,19948.17
4035,6990,2025-10-30,Wallet,Healthcare,33820.4
4036,4,2025-08-27,UPI,Travel,31849.22
4037,7601,2026-02-11,Bank Transfer,Food,12477.82
4038,6285,2026-04-18,Wallet,Healthcare,16493.27
4039,7947,2026-01-28,Wallet,Bills,30488.63
4040,6305,2025-12-06,UPI,Shopping,16088.13
4041,2930,2025-10-04,UPI,Travel,18680.19
4042,6928,2026-04-19,Card,Entertainment,40577.61
4043,6298,2025-11-12,Bank Transfer,Travel,6186.47
4044,2264,2025-10-21,UPI,Bills,32573.66
4045,5765,2025-09-01,Card,Healthcare,37611.61
4046,1173,2026-01-28,Bank Transfer,Bills,46711.87
4047,5843,2025-06-18,Wallet,Shopping,34698.26
4048,2662,2025-12-26,Bank Transfer,Healthcare,19675.22
4049,6758,2025-07-27,UPI,Food,28888.05
4050,2055,2025-11-23,UPI,Shopping,30417.65
4051,42,2026-03-09,Bank Transfer,Bills,33585.75
4052,743,2025-06-02,Card,Bills,8474.11
4053,9539,2026-04-21,UPI,Travel,38600.23
4054,3771,2025-10-04,Wallet,Bills,34808.99
4055,6257,2025-06-15,Wallet,Healthcare,9921.84
4056,3639,2025-07-06,Card,Travel,42323.71
4057,1152,2026-01-30,UPI,Travel,14177.51
4058,8662,2026-02-08,Card,Entertainment,5561.32
4059,8936,2026-02-21,Card,Shopping,14051.61
4060,1973,2025-12-21,Card,Bills,22205.91
4061,2101,2026-05-09,Wallet,Bills,19261.36
4062,7813,2026-03-27,UPI,Travel,29102.31
4063,4332,2025-10-02,Wallet,Healthcare,529.44
4064,3838,2025-12-09,Wallet,Bills,36610.56
4065,9206,2026-01-01,Wallet,Bills,37414.34
4066,4838,2025-12-31,Wallet,Travel,1581.75
4067,1676,2026-04-08,UPI,Shopping,38816.44
4068,5263,2025-08-31,Bank Transfer,Bills,43513.35
4069,2941,2026-01-26,UPI,Food,9145.65
4070,9828,2025-08-01,UPI,Healthcare,11822.08
4071,5226,2026-02-14,UPI,Healthcare,29152.88
4072,6088,2026-01-31,UPI,Travel,20234.75
4073,6786,2025-05-24,UPI,Healthcare,3744.9
4074,8784,2025-06-28,Wallet,Healthcare,40254.89
4075,1719,2025-06-30,UPI,Travel,15525.74
4076,3695,2025-09-23,Wallet,Healthcare,31825.06
4077,5523,2025-07-26,Bank Transfer,Shopping,40559.15
4078,8296,2026-02-15,Card,Healthcare,45548.65
4079,7399,2025-10-26,UPI,Shopping,10075.5
4080,1287,2025-12-01,UPI,Shopping,20377.15
4081,8270,2026-04-21,Card,Food,23639.88
4082,7426,2025-09-07,Card,Travel,22659.94
4083,1036,2026-02-21,Wallet,Healthcare,16373.5
4084,4594,2025-08-13,Wallet,Shopping,46660.88
4085,6842,2025-09-27,Wallet,Bills,28192.22
4086,5120,2025-11-19,UPI,Travel,16449.31
4087,2330,2026-04-07,Card,Shopping,48208.3
4088,5577,2025-05-14,Bank Transfer,Travel,37112.96
4089,4234,2026-01-19,Wallet,Bills,46691.39
4090,7174,2026-01-15,Card,Bills,3901.42
4091,7690,2025-08-09,Bank Transfer,Food,22818.14
4092,1670,2025-08-27,UPI,Healthcare,43603.3
4093,1685,2025-06-01,UPI,Healthcare,32776.1
4094,2363,2025-11-05,Wallet,Healthcare,3813.66
4095,4302,2026-01-09,Bank Transfer,Food,47503.4
4096,5439,2026-01-02,UPI,Healthcare,34461.69
4097,184,2026-01-26,Wallet,Healthcare,17613.42
4098,6320,2025-09-24,Card,Travel,38762.06
4099,9753,2025-05-14,Wallet,Food,16920.16
4100,4344,2025-11-07,Card,Food,42340.24
4101,4699,2025-12-09,UPI,Travel,27707.8
4102,4000,2026-03-22,Wallet,Healthcare,42403.79
4103,4186,2026-03-25,Bank Transfer,Shopping,13264.37
4104,2927,2026-04-30,Wallet,Entertainment,24787.41
4105,9147,2025-09-05,Bank Transfer,Shopping,8331.82
4106,1226,2025-11-07,Wallet,Healthcare,6993.38
4107,1994,2025-12-07,Card,Entertainment,47609.38
4108,9304,2025-08-10,Card,Shopping,43263.1
4109,1116,2025-07-13,Bank Transfer,Healthcare,45667.72
4110,197,2025-06-30,Bank Transfer,Entertainment,31016.54
4111,2263,2026-01-14,UPI,Food,25070.1
4112,4603,2026-01-16,Card,Entertainment,37822.71
4113,1190,2025-08-31,Bank Transfer,Entertainment,35183.75
4114,2560,2025-08-11,UPI,Shopping,22136.29
4115,7796,2026-02-05,UPI,Bills,11981.32
4116,6873,2026-03-20,Wallet,Travel,11989.07
4117,2993,2025-06-20,Bank Transfer,Healthcare,35995.58
4118,1643,2025-10-30,Wallet,Healthcare,7268.84
4119,59,2025-11-23,Card,Healthcare,43005.09
4120,8850,2025-10-15,Bank Transfer,Entertainment,42062.77
4121,2136,2025-08-02,UPI,Shopping,3885.23
4122,6234,2026-01-30,Card,Healthcare,40482.94
4123,8231,2025-09-25,Bank Transfer,Food,40253.11
4124,9924,2025-10-24,Wallet,Bills,1636.99
4125,2297,2026-04-19,Bank Transfer,Bills,36334.97
4126,9940,2025-10-12,Bank Transfer,Healthcare,7299.92
4127,5833,2025-11-07,Bank Transfer,Food,16822.92
4128,4089,2025-12-11,Bank Transfer,Shopping,2279.19
4129,5704,2026-02-26,Bank Transfer,Healthcare,12017.82
4130,9201,2026-04-15,Wallet,Travel,48455.19
4131,523,2026-04-03,Bank Transfer,Healthcare,44556.04
4132,505,2025-08-04,Wallet,Travel,32599.29
4133,3117,2025-12-26,Bank Transfer,Healthcare,20347.73
4134,8266,2026-03-20,UPI,Entertainment,23112.32
4135,5638,2025-05-25,Bank Transfer,Bills,23813.23
4136,8105,2025-10-24,UPI,Travel,34296.55
4137,4858,2026-02-27,Card,Healthcare,41683.5
4138,5414,2026-02-16,Bank Transfer,Entertainment,48927.48
4139,7721,2025-08-02,UPI,Shopping,33147.58
4140,4129,2025-12-16,Wallet,Food,8364.51
4141,7380,2026-01-11,Card,Bills,33707.42
4142,1025,2025-08-09,Card,Travel,6122.97
4143,1868,2025-06-02,Card,Healthcare,22478.6
4144,693,2025-12-06,Card,Travel,8576.67
4145,7950,2025-10-01,Bank Transfer,Entertainment,21954.43
4146,9656,2025-11-21,Wallet,Bills,20571.17
4147,6153,2025-05-26,Wallet,Bills,26189.36
4148,403,2025-10-29,Bank Transfer,Bills,26483.88
4149,8665,2025-11-24,Bank Transfer,Shopping,43655.23
4150,9456,2025-11-24,Bank Transfer,Bills,33706.35
4151,657,2026-03-02,UPI,Bills,47794.19
4152,619,2025-10-02,UPI,Travel,11728.35
4153,2076,2025-06-24,Card,Healthcare,43605.02
4154,6085,2025-12-29,Bank Transfer,Entertainment,23964.97
4155,3727,2026-02-24,Card,Travel,300.36
4156,3568,2026-03-04,Bank Transfer,Bills,21563.85
4157,4079,2025-07-31,Wallet,Shopping,12424.28
4158,5300,2025-09-17,Wallet,Bills,2644.54
4159,5868,2025-11-20,Card,Entertainment,24077.22
4160,8387,2025-11-26,Bank Transfer,Travel,45047.69
4161,2998,2025-07-22,UPI,Bills,13972.28
4162,6464,2025-09-27,Card,Healthcare,15289.78
4163,4331,2026-03-11,Card,Shopping,49083.47
4164,2043,2026-04-13,Bank Transfer,Healthcare,13357.05
4165,4292,2025-10-26,Wallet,Entertainment,32718.64
4166,7976,2025-11-01,UPI,Healthcare,3177.82
4167,7259,2025-06-03,Card,Shopping,1583.55
4168,4891,2025-06-20,Card,Food,26331.44
4169,8147,2026-03-13,Card,Bills,3126.84
4170,721,2026-02-10,Bank Transfer,Healthcare,24159.41
4171,6441,2025-11-28,Bank Transfer,Shopping,17779.65
4172,1345,2025-09-01,Card,Shopping,20670.36
4173,756,2026-03-24,Wallet,Bills,27906.53
4174,6485,2025-05-28,Bank Transfer,Shopping,27983.8
4175,7677,2025-11-03,Wallet,Healthcare,11130.75
4176,324,2026-02-18,UPI,Bills,33728.57
4177,9495,2026-03-18,Card,Food,7365.65
4178,3931,2026-01-10,UPI,Healthcare,6226.7
4179,5117,2025-06-05,Wallet,Food,37530.28
4180,4150,2026-04-24,Bank Transfer,Bills,37744.19
4181,8275,2025-08-06,UPI,Food,37531.24
4182,909,2025-12-03,Wallet,Healthcare,36218.28
4183,794,2025-10-26,Wallet,Food,37703.13
4184,2849,2026-01-29,Bank Transfer,Shopping,47158.06
4185,5778,2026-03-14,Bank Transfer,Entertainment,486.43
4186,792,2026-03-02,UPI,Travel,15057.89
4187,1933,2025-12-28,Wallet,Entertainment,10369.98
4188,9737,2025-11-30,Wallet,Bills,21834.04
4189,6168,2026-02-10,Card,Travel,30872.7
4190,5025,2025-10-20,Bank Transfer,Travel,46109.34
4191,3601,2025-06-01,Wallet,Food,9197.65
4192,1675,2025-05-12,Card,Bills,34976.49
4193,7046,2025-08-30,UPI,Healthcare,2534.08
4194,2266,2025-08-20,UPI,Food,5515.31
4195,1689,2025-06-21,UPI,Entertainment,47077.64
4196,5506,2026-01-12,Wallet,Bills,45374.9
4197,8461,2025-08-28,Card,Bills,49172.07
4198,4723,2025-06-04,Card,Shopping,34775.88
4199,6424,2025-09-07,Wallet,Travel,44336.02
4200,7886,2025-09-05,Card,Food,40756.0
4201,5018,2025-11-06,Bank Transfer,Shopping,2701.78
4202,208,2025-09-06,Wallet,Shopping,26485.94
4203,9986,2025-08-09,Bank Transfer,Travel,49520.23
4204,2194,2026-03-26,Bank Transfer,Bills,10047.43
4205,1740,2026-03-08,Bank Transfer,Shopping,7027.43
4206,7575,2026-02-21,Bank Transfer,Shopping,21860.9
4207,8170,2025-08-26,Card,Travel,22744.35
4208,2926,2026-03-11,Card,Healthcare,17037.81
4209,3014,2025-09-16,Card,Shopping,28254.94
4210,7305,2025-10-08,Wallet,Bills,40011.08
4211,2022,2026-01-07,Bank Transfer,Entertainment,2241.3
4212,4227,2025-08-20,Bank Transfer,Entertainment,38192.37
4213,1580,2026-02-28,Bank Transfer,Shopping,25678.69
4214,9027,2025-07-14,Bank Transfer,Shopping,17526.41
4215,8313,2026-04-05,UPI,Healthcare,26045.22
4216,8787,2026-04-03,Wallet,Entertainment,48172.63
4217,1407,2026-05-03,Card,Food,20362.55
4218,5734,2025-09-20,Wallet,Food,41429.93
4219,7528,2026-04-05,Bank Transfer,Food,15300.45
4220,7933,2025-08-22,Wallet,Food,3099.52
4221,5137,2025-09-05,Card,Entertainment,35182.1
4222,5518,2025-06-08,UPI,Entertainment,1787.72
4223,580,2026-03-10,Bank Transfer,Shopping,49194.23
4224,2074,2025-05-30,Bank Transfer,Healthcare,44521.19
4225,162,2026-02-08,UPI,Entertainment,18332.45
4226,4521,2026-02-23,Wallet,Shopping,27149.07
4227,9676,2025-06-01,Card,Food,44689.5
4228,5782,2025-10-21,UPI,Shopping,42566.51
4229,4784,2026-03-23,Card,Shopping,5974.44
4230,2586,2025-05-14,Bank Transfer,Entertainment,20358.97
4231,7031,2025-10-12,Bank Transfer,Healthcare,42301.56
4232,7507,2025-06-21,Wallet,Travel,27598.05
4233,198,2025-05-11,UPI,Entertainment,10917.32
4234,2539,2026-04-23,UPI,Food,41099.83
4235,4974,2026-04-24,Wallet,Shopping,39425.34
4236,5,2026-02-15,UPI,Travel,4647.98
4237,1277,2025-12-23,Card,Bills,23838.38
4238,2952,2026-01-15,Bank Transfer,Food,27291.11
4239,6839,2026-04-30,UPI,Healthcare,1547.91
4240,1536,2025-08-06,Bank Transfer,Food,36449.63
4241,1386,2026-04-23,Bank Transfer,Shopping,31870.88
4242,8332,2025-11-20,Bank Transfer,Healthcare,12700.86
4243,1024,2026-01-20,Wallet,Food,29373.44
4244,8353,2025-11-29,Card,Healthcare,46141.26
4245,1296,2025-11-15,Bank Transfer,Healthcare,5228.02
4246,5337,2025-12-28,UPI,Shopping,35088.99
4247,1752,2025-12-06,Card,Shopping,34062.47
4248,4739,2025-11-07,Wallet,Shopping,24977.64
4249,3320,2025-07-01,Card,Food,28917.29
4250,3367,2025-12-27,Wallet,Shopping,31366.56
4251,131,2025-08-18,UPI,Food,33074.57
4252,1271,2025-08-21,Card,Shopping,10067.07
4253,9964,2025-07-17,Bank Transfer,Travel,11240.34
4254,1944,2025-09-08,Card,Bills,3304.08
4255,363,2026-03-27,Bank Transfer,Bills,4328.67
4256,2953,2025-10-11,Wallet,Travel,43032.86
4257,5608,2026-02-09,Bank Transfer,Bills,6882.49
4258,1456,2026-02-10,Wallet,Bills,9119.36
4259,1361,2026-03-05,Bank Transfer,Bills,36499.79
4260,9287,2026-04-03,Bank Transfer,Entertainment,32191.28
4261,2377,2025-05-21,Wallet,Travel,20405.25
4262,5220,2025-08-11,Bank Transfer,Shopping,11998.69
4263,1969,2025-12-16,Card,Bills,35180.74
4264,2669,2026-01-23,Card,Travel,5886.38
4265,2630,2025-09-25,UPI,Healthcare,32412.62
4266,473,2025-07-30,Bank Transfer,Entertainment,26032.76
4267,8766,2026-02-07,Wallet,Shopping,3946.23
4268,1786,2025-07-12,Bank Transfer,Bills,20734.26
4269,6799,2025-09-17,Bank Transfer,Healthcare,37045.07
4270,6543,2026-02-22,Card,Shopping,23871.37
4271,4707,2025-06-07,Card,Healthcare,13595.2
4272,2872,2025-08-02,Wallet,Food,22043.79
4273,5457,2025-05-11,Wallet,Healthcare,17980.55
4274,4923,2026-01-11,Wallet,Healthcare,35336.52
4275,9567,2025-10-19,Card,Shopping,38833.06
4276,2335,2026-05-03,Bank Transfer,Food,1558.52
4277,639,2026-02-25,Card,Entertainment,11523.26
4278,3157,2025-07-17,Card,Travel,21229.4
4279,9503,2025-07-25,Wallet,Entertainment,7980.78
