loan_id,customer_id,loan_amount,interest_rate,tenure_months,loan_status,disbursement_date
3768,10000,890479,8.2,12,Closed,2025-10-25
3769,10000,570482,14.13,12,Acive,2025-01-22
3770,10000,904355,13.87,12,Closed,2024-11-05
3771,10000,839566,16.08,12,Closed,2025-02-20
3772,10000,374259,8.75,36,Acive,2026-02-01
3773,10000,280454,9.54,24,Default,2024-11-04
3774,10000,508826,23.45,24,Default,2024-09-30
3775,10000,254009,20.57,12,Default,2025-10-14
3776,10000,272450,16.1,6,Acive,2025-05-13
3777,10000,735661,21.31,24,Acive,2024-11-20
3778,10000,102215,11.77,48,Acive,2024-09-20
3779,10000,959029,15.78,36,Closed,2024-11-02
3780,10000,727258,13.73,48,Acive,2025-10-27
3781,10000,849721,22.46,6,Closed,2025-03-21
3782,10000,229709,11.92,24,Closed,2024-11-27
3783,10000,584043,8.08,6,Acive,2025-04-14
3784,10000,972507,22.11,36,Acive,2025-12-27
3785,10000,150303,12.12,12,Default,2025-02-05
3786,10000,994423,15.92,24,Default,2024-08-15
3787,10000,820729,23.95,6,Default,2025-05-12
3788,10000,88583,8.71,24,Closed,2024-08-02
3789,10000,100720,19.1,6,Default,2024-10-08
3790,10000,356265,18.45,48,Default,2026-03-09
3791,10000,336979,8.36,6,Default,2024-05-18
3792,10000,760492,13.92,12,Closed,2026-02-21
3793,10000,279452,11.97,12,Acive,2025-12-24
3794,10000,475424,19.91,6,Closed,2025-11-05
3795,10000,193243,12.63,48,Acive,2024-12-26
3796,10000,896742,15.9,36,Closed,2024-10-19
3797,10000,256490,19.55,24,Closed,2026-03-01
3798,10000,83334,13.75,24,Closed,2025-11-09
3799,10000,899039,22.04,12,Acive,2024-11-10
3800,10000,392902,16.13,24,Closed,2026-04-15
3801,10000,532011,8.94,6,Closed,2025-04-10
3802,10000,193116,9.86,12,Closed,2025-03-21
3803,10000,787896,12.03,36,Acive,2024-09-29
3804,10000,398556,22.95,12,Closed,2024-10-22
3805,10000,643276,16.83,6,Default,2026-03-24
3806,10000,976904,22.41,12,Acive,2025-06-02
3807,10000,428950,14.8,48,Acive,2026-02-28
3808,10000,108930,23.22,6,Acive,2024-11-20
3809,10000,214861,15.2,6,Acive,2024-09-14
3810,10000,554850,21.44,6,Acive,2025-01-19
3811,10000,169705,23.45,48,Closed,2025-06-24
3812,10000,337004,16.72,12,Acive,2025-04-10
3813,10000,870137,18.86,36,Default,2025-07-04
3814,10000,925869,18.53,48,Closed,2025-02-23
3815,10000,51434,8.69,36,Closed,2025-11-08
3816,10000,239966,19.56,24,Closed,2026-04-03
3817,10000,798424,18.54,36,Closed,2025-08-11
3818,10000,941677,21.07,12,Default,2026-01-12
3819,10000,299235,21.64,24,Closed,2025-07-15
3820,10000,629346,13.85,12,Acive,2024-05-25
3821,10000,910294,15.05,12,Closed,2026-04-14
3822,10000,582511,17.73,12,Closed,2025-05-27
3823,10000,585575,15.23,36,Default,2024-06-03
3824,10000,86855,10.56,48,Closed,2026-04-26
3825,10000,432239,11.35,24,Acive,2024-10-07
3826,10000,403933,15.64,24,Default,2026-01-22
3827,10000,332786,18.68,36,Closed,2025-01-01
3828,10000,341425,8.58,6,Closed,2026-02-28
3829,10000,280802,14.78,36,Acive,2026-03-04
3830,10000,93419,21.71,12,Acive,2026-03-24
3831,10000,171843,23.07,48,Default,2024-08-02
3832,10000,447341,15.92,6,Default,2025-05-28
3833,10000,953824,15.26,48,Closed,2025-11-13
3834,10000,89070,21.99,24,Closed,2024-10-13
3835,10000,721114,12.29,24,Closed,2026-02-04
3836,10000,628086,8.7,48,Closed,2025-11-18
3837,10000,284376,20.48,6,Closed,2024-06-27
3838,10000,404703,14.4,24,Closed,2024-10-02
3839,10000,745713,16.67,24,Closed,2025-01-29
3840,10000,424818,21.01,48,Acive,2025-06-14
3841,10000,494090,16.73,12,Default,2025-07-27
3842,10000,324888,21.46,12,Default,2025-01-03
3843,10000,821452,9.54,24,Closed,2025-03-31
3844,10000,232774,8.19,48,Closed,2026-05-06
3845,10000,696460,13.79,24,Closed,2025-10-18
3846,10000,616522,19.43,12,Default,2025-02-19
3847,10000,899971,22.24,6,Default,2024-09-11
3848,10000,413945,9.48,12,Default,2025-10-13
3849,10000,734711,22.59,24,Default,2026-03-30
3850,10000,807013,16.2,6,Default,2025-05-28
3851,10000,150675,10.11,48,Acive,2024-10-18
3852,10000,932005,17.16,12,Acive,2024-11-10
3853,10000,532650,12.9,24,Closed,2026-01-02
3854,10000,249794,9.49,6,Closed,2025-04-15
3855,10000,93842,15.65,24,Closed,2024-08-30
3856,10000,739732,21.53,24,Closed,2024-11-01
3857,10000,294415,23.59,12,Closed,2024-05-31
3858,10000,591231,10.84,24,Closed,2025-04-22
3859,10000,208283,8.19,48,Default,2025-04-24
3860,10000,902007,14.19,12,Acive,2025-05-02
3861,10000,667741,20.27,48,Closed,2026-05-02
3862,10000,750287,8.34,36,Closed,2025-03-17
3863,10000,460166,13.45,48,Acive,2025-10-25
3864,10000,754875,13.08,6,Closed,2026-01-08
3865,10000,947290,20.24,24,Acive,2024-06-01
3866,10000,768412,11.4,6,Closed,2025-10-08
3867,10000,107668,12.22,24,Default,2024-05-20
3868,10000,484317,9.59,12,Acive,2024-11-16
3869,10000,878057,22.55,12,Acive,2025-12-28
3870,10000,802034,15.92,24,Closed,2025-08-19
3871,10000,72608,21.94,36,Acive,2025-12-22
3872,10000,695894,13.19,24,Default,2025-08-03
3873,10000,944665,12.94,36,Default,2024-09-26
3874,10000,486898,21.6,48,Default,2025-11-23
3875,10000,986993,9.75,48,Default,2024-12-01
3876,10000,71728,9.86,12,Default,2024-07-27
3877,10000,289470,21.63,48,Acive,2024-07-25
3878,10000,917939,13.16,12,Closed,2025-07-01
3879,10000,97270,17.76,6,Acive,2026-01-01
3880,10000,586580,9.14,24,Acive,2025-01-11
3881,10000,854382,9.11,24,Acive,2025-02-03
3882,10000,183334,10.13,36,Default,2025-04-14
3883,10000,809122,17.04,36,Closed,2025-01-29
3884,10000,788139,11.4,24,Acive,2025-10-21
3885,10000,973344,21.17,6,Acive,2025-10-16
3886,10000,978251,21.65,36,Closed,2024-12-17
3887,10000,317124,17.75,6,Closed,2025-12-13
3888,10000,225609,9.36,6,Acive,2025-04-11
3889,10000,537652,9.92,24,Closed,2026-01-24
3890,10000,986175,8.9,12,Default,2025-03-04
3891,10000,71360,11.83,36,Default,2026-03-17
3892,10000,755455,13.34,12,Closed,2026-04-29
3893,10000,983359,12.22,36,Closed,2024-09-18
3894,10000,915014,22.74,24,Acive,2025-11-17
3895,10000,408815,14.13,12,Closed,2026-03-14
3896,10000,161005,23.83,12,Default,2024-12-26
3897,10000,645025,18.06,6,Acive,2024-09-25
3898,10000,181726,18.12,24,Default,2024-06-10
3899,10000,783674,21.33,48,Closed,2024-12-10
3900,10000,474877,8.47,36,Closed,2025-07-15
3901,10000,354149,18.0,12,Default,2025-03-02
3902,10000,832647,18.72,36,Default,2024-08-08
3903,10000,974631,20.96,6,Default,2025-11-17
3904,10000,939995,15.29,24,Closed,2024-08-05
3905,10000,880558,21.24,48,Closed,2024-06-03
3906,10000,842700,22.5,12,Default,2026-03-15
3907,10000,458086,22.43,12,Acive,2026-01-17
3908,10000,519277,13.43,36,Closed,2026-03-27
3909,10000,662238,10.73,12,Acive,2025-12-20
3910,10000,738047,15.18,36,Closed,2025-05-28
3911,10000,669540,16.44,12,Acive,2024-12-01
3912,10000,361657,17.48,48,Default,2024-12-07
3913,10000,479160,18.87,36,Closed,2026-01-20
3914,10000,439270,10.94,12,Acive,2025-08-11
3915,10000,609488,8.73,24,Closed,2024-11-10
3916,10000,856157,15.57,12,Closed,2025-09-25
3917,10000,541193,22.79,12,Default,2025-11-12
3918,10000,502749,8.53,24,Acive,2024-09-22
3919,10000,411845,9.55,36,Closed,2024-06-17
3920,10000,204724,8.77,6,Acive,2024-09-09
3921,10000,879178,11.92,24,Acive,2026-02-15
3922,10000,270507,10.32,36,Default,2026-03-29
3923,10000,272126,13.89,6,Closed,2025-07-09
3924,10000,117186,17.51,6,Closed,2025-09-28
3925,10000,219403,23.65,48,Closed,2024-05-27
3926,10000,873808,15.09,24,Default,2024-07-03
3927,10000,884560,22.8,24,Acive,2025-05-14
3928,10000,282753,11.18,48,Acive,2025-03-13
3929,10000,206306,12.72,6,Acive,2026-02-11
3930,10000,600513,17.38,36,Acive,2025-09-12
3931,10000,82142,20.82,6,Default,2025-05-14
3932,10000,672454,18.21,6,Default,2025-05-07
3933,10000,242126,16.7,36,Acive,2025-12-30
3934,10000,522065,8.07,24,Acive,2025-11-18
3935,10000,896442,19.16,48,Closed,2026-04-11
3936,10000,875262,10.64,24,Closed,2025-01-04
3937,10000,234151,17.71,36,Closed,2025-04-14
3938,10000,963637,23.12,6,Acive,2025-04-22
3939,10000,621368,17.57,12,Acive,2026-03-09
3940,10000,968413,23.52,36,Acive,2025-02-17
3941,10000,465162,20.2,6,Closed,2024-09-16
3942,10000,728696,15.55,12,Acive,2024-10-21
3943,10000,532465,13.03,12,Default,2025-10-04
3944,10000,606312,15.71,48,Acive,2025-11-25
3945,10000,908930,12.26,6,Acive,2025-02-20
3946,10000,267256,22.44,48,Acive,2024-10-04
3947,10000,945969,20.82,12,Acive,2025-10-20
3948,10000,106329,9.76,48,Closed,2024-09-04
3949,10000,358669,17.03,12,Default,2025-02-20
3950,10000,981598,21.78,24,Default,2026-04-29
3951,10000,649409,23.42,48,Acive,2024-06-12
3952,10000,993672,13.35,24,Acive,2025-11-01
3953,10000,461768,15.49,6,Acive,2025-03-11
3954,10000,375105,11.26,36,Default,2026-03-02
3955,10000,759527,23.69,24,Acive,2025-06-18
3956,10000,270125,10.37,12,Closed,2025-04-17
3957,10000,393634,20.89,6,Acive,2025-12-06
3958,10000,664407,22.37,12,Closed,2025-04-02
3959,10000,868206,12.17,36,Default,2026-04-01
3960,10000,834978,22.85,48,Acive,2026-04-19
3961,10000,615882,9.93,48,Acive,2026-01-07
3962,10000,709592,8.48,12,Default,2025-11-17
3963,10000,671092,22.66,6,Acive,2025-05-05
3964,10000,575705,12.72,24,Closed,2025-04-09
3965,10000,562155,17.71,6,Closed,2025-05-26
3966,10000,425985,15.85,6,Closed,2025-06-30
3967,10000,407940,9.08,48,Default,2026-05-07
3968,10000,587071,20.15,48,Acive,2026-05-07
3969,10000,283305,16.22,24,Default,2026-03-25
3970,10000,165446,16.29,12,Closed,2025-10-17
3971,10000,703314,16.54,48,Default,2025-04-30
3972,10000,466159,21.12,36,Acive,2026-04-18
3973,10000,807835,16.38,24,Default,2025-09-09
3974,10000,207342,9.73,12,Acive,2026-01-06
3975,10000,392715,8.58,36,Default,2025-10-03
3976,10000,594754,21.32,48,Acive,2024-12-27
3977,10000,559675,15.61,24,Acive,2024-08-22
3978,10000,962590,22.19,24,Acive,2025-01-06
3979,10000,888173,23.52,6,Default,2025-01-22
3980,10000,903286,15.19,12,Default,2026-01-02
3981,10000,633508,20.73,12,Default,2024-10-26
3982,10000,476474,13.9,24,Closed,2026-01-28
3983,10000,870404,16.74,24,Acive,2026-02-05
3984,10000,663675,21.06,12,Default,2024-08-16
3985,10000,773258,14.83,48,Closed,2025-08-22
3986,10000,999884,21.31,12,Default,2026-02-15
3987,10000,611566,12.11,12,Default,2024-10-01
3988,10000,521969,14.08,48,Acive,2024-11-07
3989,10000,366841,15.6,36,Closed,2026-04-09
3990,10000,716392,16.92,12,Default,2024-06-03
3991,10000,846696,8.77,36,Default,2025-07-09
3992,10000,220253,16.06,48,Acive,2024-09-04
3993,10000,338268,20.85,24,Closed,2024-05-09
3994,10000,974732,17.68,12,Acive,2024-12-28
3995,10000,319166,11.79,48,Acive,2024-05-18
3996,10000,383197,22.56,24,Closed,2026-01-09
3997,10000,754635,22.85,6,Acive,2024-12-11
3998,10000,641869,23.79,36,Closed,2025-12-07
3999,10000,593580,18.66,6,Closed,2026-01-09
4000,10000,232605,23.81,36,Acive,2024-08-02
4001,10000,474505,16.47,24,Acive,2026-01-26
4002,10000,341355,22.17,36,Closed,2026-05-09
4003,10000,836916,22.51,6,Default,2025-06-02
4004,10000,630647,14.03,6,Acive,2025-05-08
4005,10000,53879,12.02,24,Closed,2025-01-27
4006,10000,159323,20.23,24,Closed,2025-11-21
4007,10000,811976,14.17,24,Default,2025-10-25
4008,10000,637772,8.04,48,Default,2025-01-06
4009,10000,677550,17.14,6,Default,2025-02-03
4010,10000,257649,13.88,48,Closed,2025-12-04
4011,10000,254726,18.05,36,Acive,2025-08-22
4012,10000,884175,16.95,6,Acive,2026-02-17
4013,10000,796263,21.9,48,Closed,2025-03-27
4014,10000,119336,10.44,48,Default,2024-11-13
4015,10000,478744,13.02,36,Closed,2026-03-02
4016,10000,987646,16.73,36,Default,2024-09-12
4017,10000,578002,15.16,12,Default,2024-08-13
4018,10000,599015,10.54,36,Closed,2025-08-12
4019,10000,58359,10.01,6,Default,2025-05-07
4020,10000,52550,15.44,24,Acive,2025-09-11
4021,10000,958629,22.5,6,Acive,2025-09-01
4022,10000,250144,19.47,6,Acive,2024-05-14
4023,10000,454939,11.93,12,Closed,2024-07-24
4024,10000,986642,8.94,36,Closed,2024-11-01
4025,10000,500394,10.08,36,Acive,2025-08-16
4026,10000,82811,12.39,12,Acive,2025-03-01
4027,10000,515474,16.89,12,Acive,2025-10-14
4028,10000,482850,12.88,48,Acive,2024-07-03
4029,10000,981618,13.39,12,Closed,2026-04-19
4030,10000,834526,11.06,6,Closed,2025-01-13
4031,10000,382500,16.69,12,Default,2024-10-07
4032,10000,668171,10.27,24,Closed,2024-09-26
4033,10000,73298,17.16,6,Default,2025-07-16
4034,10000,496809,18.84,48,Closed,2024-08-14
4035,10000,614479,12.14,6,Default,2025-10-16
4036,10000,669114,13.25,12,Closed,2025-04-15
4037,10000,151837,16.26,24,Acive,2025-07-28
4038,10000,423355,19.88,36,Default,2024-07-30
4039,10000,819350,23.06,24,Closed,2025-10-17
4040,10000,311155,18.58,36,Acive,2026-02-11
4041,10000,401718,16.02,12,Acive,2024-12-18
4042,10000,209861,12.87,12,Closed,2025-06-01
4043,10000,196917,13.74,6,Default,2025-12-17
4044,10000,605487,9.55,6,Default,2025-01-09
4045,10000,595882,22.65,12,Default,2024-10-30
4046,10000,435030,23.95,12,Closed,2024-05-23
4047,10000,560266,21.98,6,Acive,2025-06-01
4048,10000,586283,14.75,48,Default,2026-02-25
4049,10000,761135,15.43,6,Acive,2025-08-11
4050,10000,839718,21.17,12,Default,2025-11-17
4051,10000,579810,22.66,12,Acive,2024-08-14
4052,10000,924092,22.56,36,Closed,2025-09-24
4053,10000,421440,21.09,6,Default,2025-05-07
4054,10000,527235,10.76,6,Acive,2024-08-20
4055,10000,690835,23.82,48,Closed,2025-06-24
4056,10000,791082,11.44,36,Closed,2025-06-06
4057,10000,219548,16.11,6,Default,2025-12-22
4058,10000,379926,20.24,48,Default,2024-12-20
4059,10000,599799,12.58,6,Acive,2026-01-06
4060,10000,50629,10.08,6,Default,2026-02-20
4061,10000,573485,22.73,24,Acive,2026-02-20
4062,10000,449867,8.01,36,Default,2026-02-14
4063,10000,576249,8.43,24,Closed,2025-12-08
4064,10000,433778,8.87,12,Default,2024-10-27
4065,10000,905544,16.75,12,Acive,2025-04-23
4066,10000,925659,18.72,12,Closed,2024-12-15
4067,10000,467496,9.24,12,Closed,2024-06-08
4068,10000,101911,9.01,12,Closed,2026-04-30
4069,10000,152416,11.77,48,Acive,2025-03-29
4070,10000,947358,17.95,6,Default,2025-08-28
4071,10000,278309,18.8,12,Acive,2025-10-15
4072,10000,61493,22.21,24,Acive,2025-12-05
4073,10000,323224,15.03,36,Acive,2026-01-05
4074,10000,63267,10.68,12,Closed,2025-08-30
4075,10000,399429,14.84,48,Closed,2024-09-02
4076,10000,706190,19.66,36,Default,2024-05-29
4077,10000,85842,8.68,12,Acive,2025-12-14
4078,10000,818539,19.22,36,Default,2024-06-23
4079,10000,539663,19.73,12,Default,2025-05-02
4080,10000,675993,13.68,48,Default,2026-04-04
4081,10000,728986,14.35,48,Acive,2025-08-23
4082,10000,637065,12.1,48,Closed,2026-02-14
4083,10000,196847,12.08,6,Closed,2026-03-01
4084,10000,550990,14.36,12,Acive,2025-06-11
4085,10000,56180,17.4,6,Acive,2025-01-14
4086,10000,610539,23.08,48,Closed,2025-07-17
4087,10000,296395,19.9,48,Default,2024-09-15
4088,10000,637084,20.01,48,Closed,2025-12-01
4089,10000,415538,15.7,12,Acive,2025-11-09
4090,10000,163439,19.21,36,Acive,2024-07-15
4091,10000,729120,18.06,48,Default,2025-12-15
4092,10000,946070,8.76,48,Acive,2025-03-01
4093,10000,101076,20.98,48,Acive,2026-02-01
4094,10000,829534,10.17,24,Acive,2025-10-19
4095,10000,399574,22.25,24,Acive,2024-09-17
4096,10000,741910,19.94,24,Acive,2025-04-24
4097,10000,902532,15.5,36,Default,2025-02-10
4098,10000,300749,17.94,36,Acive,2026-05-06
4099,10000,281135,21.14,48,Default,2025-10-08
4100,10000,623126,11.67,36,Closed,2025-12-24
4101,10000,837819,16.64,6,Closed,2025-06-27
4102,10000,463763,15.89,48,Closed,2025-07-28
4103,10000,447046,9.92,48,Acive,2026-04-22
4104,10000,927755,23.94,24,Default,2025-11-17
4105,10000,257083,12.29,24,Default,2026-02-12
4106,10000,174887,13.19,48,Closed,2025-06-15
4107,10000,292387,23.29,36,Closed,2025-03-27
4108,10000,230790,22.96,24,Default,2025-10-11
4109,10000,968237,19.1,36,Closed,2024-11-30
4110,10000,283605,9.74,12,Closed,2026-04-17
4111,10000,557811,10.11,6,Default,2024-07-23
4112,10000,861718,8.39,48,Acive,2025-10-09
4113,10000,515400,20.82,36,Acive,2025-09-18
4114,10000,175825,19.01,12,Closed,2025-09-04
4115,10000,254374,8.72,6,Default,2026-04-13
4116,10000,586633,13.73,36,Acive,2025-12-28
4117,10000,608731,9.6,6,Closed,2024-11-28
4118,10000,750499,10.39,36,Acive,2026-05-08
4119,10000,673105,11.75,24,Default,2024-09-22
4120,10000,535749,19.05,6,Default,2024-11-03
4121,10000,112593,19.19,48,Acive,2024-08-16
4122,10000,461486,12.27,6,Acive,2026-02-21
4123,10000,54850,9.9,48,Closed,2025-12-10
4124,10000,968671,20.42,6,Default,2024-08-10
4125,10000,704281,18.7,24,Acive,2024-11-01
4126,10000,849782,20.69,12,Acive,2024-05-18
4127,10000,97610,23.74,12,Acive,2026-03-15
4128,10000,318569,21.34,12,Closed,2024-12-01
4129,10000,111363,10.32,36,Default,2024-09-23
4130,10000,988802,15.09,12,Default,2024-11-08
4131,10000,830125,17.78,12,Closed,2025-07-29
4132,10000,663955,16.32,6,Acive,2024-06-28
4133,10000,400573,22.69,12,Closed,2024-12-17
4134,10000,485011,16.31,48,Default,2024-07-05
4135,10000,448776,13.35,12,Closed,2025-07-28
4136,10000,331099,21.98,24,Default,2026-03-19
4137,10000,511817,21.59,6,Default,2024-07-08
4138,10000,876680,17.16,12,Default,2024-08-13
4139,10000,288823,14.88,6,Closed,2025-07-12
4140,10000,712244,10.13,12,Acive,2024-08-30
4141,10000,598807,20.5,12,Acive,2024-05-29
4142,10000,66496,19.95,6,Acive,2026-03-08
4143,10000,457624,14.56,6,Closed,2025-02-16
4144,10000,637428,15.87,24,Closed,2025-11-11
4145,10000,325515,18.96,24,Acive,2026-03-10
4146,10000,256733,21.95,12,Default,2024-08-28
4147,10000,839396,16.81,12,Default,2025-11-17
4148,10000,318550,12.91,6,Acive,2025-11-12
4149,10000,881298,11.1,6,Acive,2025-12-04
4150,10000,677556,12.08,6,Acive,2024-09-11
4151,10000,850802,8.8,6,Default,2026-03-06
4152,10000,551245,20.49,24,Default,2024-12-05
4153,10000,662462,21.18,48,Acive,2026-04-02
4154,10000,446115,10.17,24,Closed,2025-05-08
4155,10000,853122,23.89,24,Acive,2024-06-26
4156,10000,368294,16.9,48,Default,2024-07-15
4157,10000,391702,17.39,12,Closed,2025-11-06
4158,10000,378518,12.64,36,Acive,2024-05-23
4159,10000,414489,16.21,24,Default,2025-07-29
4160,10000,852051,21.45,24,Default,2024-12-08
4161,10000,445150,19.1,6,Acive,2024-07-13
4162,10000,60283,12.2,36,Closed,2025-05-17
4163,10000,390410,8.02,48,Default,2026-01-11
4164,10000,328739,17.38,24,Acive,2025-05-11
4165,10000,542581,19.65,36,Default,2026-02-17
4166,10000,464232,19.01,36,Default,2025-10-14
4167,10000,322786,21.41,6,Acive,2024-10-03
4168,10000,969976,10.36,12,Acive,2025-01-10
4169,10000,920498,12.7,12,Closed,2024-07-13
4170,10000,213082,14.47,12,Closed,2025-03-02
4171,10000,453661,18.29,36,Acive,2024-05-31
4172,10000,163867,21.53,12,Acive,2024-12-21
4173,10000,103971,23.04,6,Acive,2024-11-03
4174,10000,164028,17.65,36,Closed,2026-02-25
4175,10000,759638,12.77,24,Acive,2024-09-14
4176,10000,445749,23.34,24,Closed,2024-05-14
4177,10000,256978,17.04,12,Default,2025-11-27
4178,10000,139799,21.26,6,Default,2025-07-22
4179,10000,806544,19.08,24,Acive,2024-11-27
4180,10000,300620,15.27,36,Acive,2025-05-01
4181,10000,940645,9.31,24,Default,2025-04-21
4182,10000,284826,16.42,24,Default,2024-05-23
4183,10000,93939,14.58,6,Default,2025-06-17
4184,10000,211136,12.28,48,Default,2025-09-21
4185,10000,506286,9.89,48,Default,2026-03-25
4186,10000,70120,20.15,48,Closed,2024-09-08
4187,10000,640980,8.79,36,Closed,2026-01-27
4188,10000,432632,21.51,24,Acive,2025-04-21
4189,10000,772046,8.15,6,Closed,2024-06-19
4190,10000,284645,23.58,48,Closed,2025-12-03
4191,10000,504161,10.85,24,Closed,2026-02-18
4192,10000,283087,17.51,36,Default,2025-02-19
4193,10000,226907,10.05,12,Default,2024-07-19
4194,10000,174143,10.86,24,Acive,2024-06-05
4195,10000,962772,19.86,24,Default,2024-06-17
4196,10000,79336,15.03,48,Acive,2024-11-27
4197,10000,609840,22.33,36,Default,2024-06-15
4198,10000,707211,10.01,6,Closed,2024-06-22
4199,10000,751772,14.84,12,Closed,2024-06-18
4200,10000,502804,8.42,36,Default,2025-01-05
4201,10000,100595,8.14,6,Acive,2024-08-02
4202,10000,171921,12.14,12,Closed,2024-12-13
4203,10000,566563,22.77,12,Closed,2024-09-09
4204,10000,461117,8.44,6,Default,2024-07-09
4205,10000,261604,11.43,12,Acive,2024-06-27
4206,10000,372404,21.25,24,Default,2025-05-30
4207,10000,56643,12.44,12,Acive,2026-03-04
4208,10000,299943,14.15,6,Closed,2025-04-02
4209,10000,136933,15.94,36,Default,2024-06-01
4210,10000,50036,8.45,6,Acive,2024-10-13
4211,10000,805910,14.79,12,Acive,2026-02-02
4212,10000,675603,19.63,36,Closed,2025-04-18
4213,10000,931935,22.86,12,Acive,2025-11-28
4214,10000,591931,15.73,12,Acive,2026-01-23
4215,10000,297882,23.23,48,Closed,2025-09-20
4216,10000,69502,19.12,6,Default,2024-09-19
4217,10000,785238,12.5,48,Acive,2024-12-15
4218,10000,279526,17.17,48,Acive,2024-10-11
4219,10000,419513,13.63,24,Acive,2025-06-17
4220,10000,959831,20.99,12,Default,2025-05-20
4221,10000,673584,19.15,12,Default,2026-04-20
4222,10000,116583,10.98,24,Default,2025-06-29
4223,10000,634086,15.57,36,Default,2025-10-10
4224,10000,244690,21.16,6,Closed,2025-11-11
4225,10000,646391,23.25,12,Acive,2025-07-06
4226,10000,538762,16.35,48,Default,2024-08-01
4227,10000,480929,21.64,36,Closed,2025-10-03
4228,10000,709698,9.67,24,Closed,2024-11-04
4229,10000,408315,10.43,24,Default,2024-11-03
4230,10000,443301,18.78,48,Acive,2026-03-24
4231,10000,960606,21.51,6,Acive,2026-03-31
4232,10000,653860,11.79,36,Acive,2024-12-01
4233,10000,609759,14.78,24,Default,2025-08-05
4234,10000,636012,11.72,24,Acive,2025-06-02
4235,10000,871023,13.4,6,Closed,2025-02-23
4236,10000,108365,12.11,12,Default,2024-07-01
4237,10000,93058,10.99,48,Default,2025-01-17
4238,10000,250348,14.14,36,Acive,2026-01-23
4239,10000,775373,21.59,24,Closed,2025-11-25
4240,10000,568706,19.93,6,Default,2025-09-09
4241,10000,906031,11.13,48,Acive,2025-09-14
4242,10000,73946,11.04,24,Default,2026-01-30
4243,10000,560867,13.23,12,Closed,2026-01-18
4244,10000,975499,21.98,24,Default,2024-09-08
4245,10000,489830,21.72,12,Default,2025-05-19
4246,10000,285831,17.35,24,Closed,2024-09-16
4247,10000,904257,23.54,24,Closed,2025-09-27
4248,10000,964329,16.27,6,Acive,2026-01-25
4249,10000,169424,22.79,48,Closed,2026-03-29
4250,10000,71842,15.32,12,Acive,2026-02-09
4251,10000,291237,22.93,6,Closed,2025-10-18
4252,10000,797715,21.94,6,Acive,2026-02-19
4253,10000,641374,14.78,6,Acive,2025-11-04
4254,10000,712864,15.15,36,Closed,2025-05-11
4255,10000,274313,8.44,24,Default,2025-04-20
4256,10000,176508,17.35,48,Acive,2025-04-03
4257,10000,228957,22.13,24,Closed,2024-06-10
4258,10000,295987,10.61,12,Acive,2025-10-05
4259,10000,621023,17.47,6,Acive,2025-05-05
4260,10000,80321,14.83,36,Default,2026-04-14
4261,10000,744195,12.76,6,Closed,2026-02-03
4262,10000,892236,14.42,6,Default,2024-07-23
4263,10000,848190,15.54,6,Acive,2026-05-03
4264,10000,954219,16.88,6,Closed,2024-05-16
4265,10000,713245,9.9,36,Acive,2025-12-29
4266,10000,171477,13.4,12,Acive,2024-10-01
4267,10000,231743,22.3,36,Closed,2025-04-19
4268,10000,694582,21.6,36,Default,2025-03-30
4269,10000,286004,17.08,6,Closed,2025-03-02
4270,10000,692709,15.73,24,Acive,2025-08-05
4271,10000,385724,11.23,6,Acive,2024-09-26
4272,10000,623095,8.75,48,Default,2025-03-13
4273,10000,261984,9.29,36,Acive,2025-03-27
4274,10000,571444,12.34,12,Closed,2025-03-14
4275,10000,81066,13.17,48,Closed,2025-02-22
4276,10000,583195,13.04,6,Default,2025-10-13
4277,10000,919929,15.55,6,Closed,2024-08-31
4278,10000,104025,22.94,6,Default,2025-10-07
4279,10000,383393,18.86,36,Acive,2025-06-18
4280,10000,352439,15.86,36,Default,2025-01-27
4281,10000,874919,19.11,48,Closed,2025-01-10
4282,10000,223159,21.0,12,Acive,2026-01-23
4283,10000,75957,20.51,12,Acive,2026-01-05
4284,10000,187369,10.43,24,Default,2025-11-18
4285,10000,290885,14.1,24,Default,2025-07-12
4286,10000,139275,22.73,24,Closed,2025-07-22
4287,10000,454373,13.78,36,Acive,2024-08-25
4288,10000,790627,10.39,12,Default,2025-03-24
4289,10000,864044,22.76,6,Acive,2024-07-02
4290,10000,655117,19.35,24,Default,2025-12-05
4291,10000,987161,23.19,24,Default,2024-09-04
4292,10000,826962,21.18,6,Closed,2025-01-07
4293,10000,998687,23.6,24,Acive,2026-01-09
4294,10000,409630,23.75,36,Default,2025-10-06
4295,10000,279632,13.61,12,Acive,2026-01-09
4296,10000,822165,19.04,6,Default,2025-09-15
4297,10000,581467,18.49,12,Default,2024-06-12
4298,10000,192482,22.46,6,Acive,2024-09-01
4299,10000,124908,11.45,24,Default,2025-04-03
4300,10000,819314,8.49,48,Default,2025-01-29
4301,10000,879389,15.67,24,Default,2024-12-08
4302,10000,414631,10.77,12,Closed,2025-05-18
4303,10000,295680,17.15,48,Acive,2024-08-14
4304,10000,941955,13.94,6,Closed,2026-02-17
4305,10000,413050,22.04,36,Closed,2024-11-14
4306,10000,405854,11.71,36,Closed,2025-09-09
4307,10000,416903,8.93,12,Default,2025-03-25
4308,10000,284812,17.31,6,Acive,2025-02-27
4309,10000,281188,16.09,12,Default,2026-02-07
4310,10000,565484,11.0,36,Default,2026-04-18
